INSTITUTION,EACITY,EASTATE,EASTATECODE,EASTARTYEAR,EASTARTMONTH,EASTARTQUARTER,EASTARTYQ,EATERMINATIONYEAR,EATERMINATIONMONTH,EATERMINATIONQUARTER,EATERMINATIONYQ,EATYPE,CHARTERNUMBER,COMPANYNAME,INDIVIDUAL,LOCATION,AMOUNT,STARTDATE,STARTDOCUMENT,TERMINATIONDATE,TERMINATIONDOCUMENT,DOCKETNUMBER
Helena National Bank,Helena,Arkansas,AR,2014,10,4,20144,,,,,Bank Civil Money Penalties,14429,,,"Helena, AR",19450,10/1/2014 12:00:00 AM -04:00,2014-129,,,
Hemisphere National Bank,Miami,Florida,FL,1992,12,4,19924,1994,5,2,19942,Formal Agreements,16776,,,"Miami, FL",0,12/9/1992 12:00:00 AM -05:00,783,5/31/1994 12:00:00 AM -04:00,94-94,
Henderson National Bank,Henderson,Kentucky,KY,2002,6,2,20022,2004,12,4,20044,Formal Agreements,23955,,,"Henderson, KY",0,6/10/2002 12:00:00 AM -04:00,2002-45,12/8/2004 12:00:00 AM -05:00,2004-150,
Herald National Bank,New York,New York,NY,2010,4,2,20102,2013,4,2,20132,Formal Agreements,24857,,,"New York, NY",0,4/22/2010 12:00:00 AM -04:00,2010-126,4/15/2013 12:00:00 AM -04:00,2013-070,
"Heritage Bank, National Association",Phoenix,Arizona,AZ,2012,7,3,20123,,,,,Bank Civil Money Penalties,24681,,,"Phoenix, AZ",1950,7/5/2012 12:00:00 AM -04:00,2012-161,,,AA-WE-12-65
"Heritage Bank, National Association",Holstein,Iowa,IA,2009,10,4,20094,,,,,Formal Agreements,18269,,,"Holstein, IA",0,10/30/2009 12:00:00 AM -04:00,2009-201,,,
"Heritage Bank, National Association",Spicer,Minnesota,MN,2008,10,4,20084,2011,6,2,20112,Formal Agreements,15401,,,"Spicer, MN",0,10/9/2008 12:00:00 AM -04:00,2008-138,6/14/2011 12:00:00 AM -04:00,2011-102,
"Heritage Bank, National Association",Phoenix,Arizona,AZ,2008,9,3,20083,2012,6,2,20122,Formal Agreements,24681,,,"Phoenix, AZ",0,9/29/2008 12:00:00 AM -04:00,2008-113,6/7/2012 12:00:00 AM -04:00,2012-144,
Heritage First Bank,Rome,Georgia,GA,2011,10,4,20114,2013,9,3,20133,Cease & Desist Orders,717927,,,"Rome, GA",0,10/20/2011 12:00:00 AM -04:00,2011-151,9/18/2013 12:00:00 AM -04:00,2013-149,
Heritage First Bank,Rome,Georgia,GA,2009,5,2,20092,2011,10,4,20114,Formal Agreements,717927,,,"Rome, GA",0,5/1/2009 12:00:00 AM -04:00,SA,10/20/2011 12:00:00 AM -04:00,2011-192,
Hiawatha National Bank,Hager City,Wisconsin,WI,1991,10,4,19914,1995,9,3,19953,Formal Agreements,15698,,,"Hager City, WI",0,10/4/1991 12:00:00 AM -04:00,388,9/13/1995 12:00:00 AM -04:00,95-73,
Hiawatha National Bank,Hager City,Wisconsin,WI,2007,4,2,20072,2009,4,2,20092,Formal Agreements,15698,,,"Hager City, WI",0,4/23/2007 12:00:00 AM -04:00,2007-053,4/15/2009 12:00:00 AM -04:00,2009-234,
Hiawatha National Bank,Hager City,Wisconsin,WI,2002,3,1,20021,2007,5,2,20072,Formal Agreements,15698,,,"Hager City, WI",0,3/18/2002 12:00:00 AM -05:00,2002-19,5/23/2007 12:00:00 AM -04:00,2007-063,
Hibernia National Bank,New Orleans,Louisiana,LA,1991,7,3,19913,1993,6,2,19932,Cease & Desist Orders,13688,,,"New Orleans, LA",0,7/30/1991 12:00:00 AM -04:00,291,6/22/1993 12:00:00 AM -04:00,93-168,
High Desert Bank,Bend,Oregon,OR,2014,7,3,20143,,,,,Cease & Desist Orders,718045,,,"Bend, OR",0,7/16/2014 12:00:00 AM -04:00,2014-098,,,AA-EC-2014-22
High Desert Bank,Bend,Oregon,OR,2009,12,4,20094,2014,7,3,20143,Cease & Desist Orders,718045,,,"Bend, OR",0,12/29/2009 12:00:00 AM -05:00,CN 09-45,7/16/2014 12:00:00 AM -04:00,2014-098,
High Desert National Bank,Hesperia,California,CA,1994,8,3,19943,1997,7,3,19973,Formal Agreements,17298,,,"Hesperia, CA",0,8/24/1994 12:00:00 AM -04:00,94-136,7/31/1997 12:00:00 AM -04:00,97-46,
"Highlands Community Bank, N.A.",Clinton Township,New Jersey,NJ,1992,3,1,19921,1992,9,3,19923,Cease & Desist Orders,21106,,,"Clinton Township, NJ",0,3/13/1992 12:00:00 AM -05:00,512,9/25/1992 12:00:00 AM -04:00,,
"Hilton Head Bank And Trust Company, National Association",Hilton Head Island,South Carolina,SC,1991,4,2,19912,1991,8,3,19913,Cease & Desist Orders,20185,,,"Hilton Head Island, SC",0,4/30/1991 12:00:00 AM -04:00,262,8/30/1991 12:00:00 AM -04:00,,
Home Federal Bank of Hollywood,Hallandale Beach,Florida,FL,2012,7,3,20123,2016,11,4,20164,Cease & Desist Orders,714725,,,"Hallandale Beach, FL",0,7/27/2012 12:00:00 AM -04:00,2012-183,11/28/2016 12:00:00 AM -05:00,2016-112,
Home Federal Bank of Hollywood,Hallandale Beach,Florida,FL,2010,7,3,20103,2012,7,3,20123,Cease & Desist Orders,714725,,,"Hallandale Beach, FL",0,7/30/2010 12:00:00 AM -04:00,SE 10-038,7/27/2012 12:00:00 AM -04:00,2012-183,
Home Federal Savings Bank,Rochester,Minnesota,MN,2011,2,1,20111,2014,2,1,20141,Formal Agreements,702818,,,"Rochester, MN",0,2/22/2011 12:00:00 AM -05:00,SA,2/11/2014 12:00:00 AM -05:00,2014-025,
Home FS & LA of Collinsville,Collinsville,Illinois,IL,2012,12,4,20124,2015,4,2,20152,Formal Agreements,700528,,,"Collinsville, IL",0,12/19/2012 12:00:00 AM -05:00,2012-280,4/1/2015 12:00:00 AM -04:00,2015-040,
Home FS&LA of Nebraska,Lexington,Nebraska,NE,2015,6,2,20152,,,,,Formal Agreements,705760,,,"Lexington, NE",0,6/12/2015 12:00:00 AM -04:00,2015-070,,,
"Home Loan Investment Bank, F.S.B.",Warwick,Rhode Island,RI,2012,10,4,20124,2015,5,2,20152,Cease & Desist Orders,712504,,,"Warwick, RI",0,10/11/2012 12:00:00 AM -04:00,2012-250,5/11/2015 12:00:00 AM -04:00,2015-055,AA-NE-2012-146
"Home Loan Investment Bank, F.S.B.",Warwick,Rhode Island,RI,2010,10,4,20104,,,,,Cease & Desist Orders,712504,,,"Warwick, RI",0,10/6/2010 12:00:00 AM -04:00,NE 10-25,,,
"Home Loan Investment Bank, F.S.B.",Warwick,Rhode Island,RI,2009,8,3,20093,2012,10,4,20124,Cease & Desist Orders,712504,,,"Warwick, RI",0,8/18/2009 12:00:00 AM -04:00,NE 09-22,10/11/2012 12:00:00 AM -04:00,2012-258,
Home National Bank,Racine,Ohio,OH,2000,11,4,20004,,,,,Bank Civil Money Penalties,9815,,,"Racine, OH",5000,11/6/2000 12:00:00 AM -05:00,2000-99,,,
Home National Bank,Racine,Ohio,OH,1999,1,1,19991,2001,4,2,20012,Formal Agreements,9815,,,"Racine, OH",0,1/29/1999 12:00:00 AM -05:00,Jul-99,4/30/2001 12:00:00 AM -04:00,2001-30,
Home National Bank,Blackwell,Oklahoma,OK,2010,5,2,20102,2010,7,3,20103,Prompt Corrective Action Directives,13891,,,"Blackwell, OK",0,5/11/2010 12:00:00 AM -04:00,2010-147,7/9/2010 12:00:00 AM -04:00,,AA-EC-10-42
Home National Bank,Blackwell,Oklahoma,OK,2008,6,2,20082,2010,7,3,20103,Formal Agreements,13891,,,"Blackwell, OK",0,6/18/2008 12:00:00 AM -04:00,2008-086,7/9/2010 12:00:00 AM -04:00,,
Home National Bank,Racine,Ohio,OH,2001,4,2,20012,2003,5,2,20032,Cease & Desist Orders,9815,,,"Racine, OH",0,4/30/2001 12:00:00 AM -04:00,2001-27,5/19/2003 12:00:00 AM -04:00,2003-76,
Home Savings Bank,Jefferson City,Missouri,MO,2012,4,2,20122,2016,9,3,20163,Cease & Desist Orders,701282,,,"Jefferson City, MO",0,4/11/2012 12:00:00 AM -04:00,2012-094,9/16/2016 12:00:00 AM -04:00,,
Home Savings Bank,Jefferson City,Missouri,MO,2010,8,3,20103,2012,4,2,20122,Formal Agreements,701282,,,"Jefferson City, MO",0,8/9/2010 12:00:00 AM -04:00,SA,4/11/2012 12:00:00 AM -04:00,2012-105,
Home Savings of America,Little Falls,Minnesota,MN,2011,12,4,20114,2012,2,1,20121,Prompt Corrective Action Directives,703052,,,"Little Falls, MN",0,12/16/2011 12:00:00 AM -05:00,2011-181,2/24/2012 12:00:00 AM -05:00,,AA-EC-11-110
Home State Bank / National Association,Crystal Lake,Illinois,IL,2010,3,1,20101,2016,4,2,20162,Formal Agreements,18763,,,"Crystal Lake, IL",0,3/15/2010 12:00:00 AM -04:00,2010-078,4/18/2016 12:00:00 AM -04:00,2016-054,
Homer National Bank,Homer,Louisiana,LA,1991,10,4,19914,1993,6,2,19932,Cease & Desist Orders,4216,,,"Homer, LA",0,10/3/1991 12:00:00 AM -04:00,390,6/7/1993 12:00:00 AM -04:00,93-167,
Homestead Savings Bank,Albion,Michigan,MI,2014,9,3,20143,,,,,Formal Agreements,718109,,,"Albion, MI",0,9/17/2014 12:00:00 AM -04:00,2014-118,,,AA-CE-14-89
Hometown Bank of The Hudson Valley,Walden,New York,NY,2016,2,1,20161,,,,,Formal Agreements,701472,,,"Walden, NY",0,2/22/2016 12:00:00 AM -05:00,2016-024,,,AA-NE-2016-23
Hometown Bank of The Hudson Valley,Walden,New York,NY,2013,3,1,20131,,,,,Formal Agreements,701472,,,"Walden, NY",0,3/7/2013 12:00:00 AM -05:00,2013-033,,,
"Hometown Bank, National Association",Carthage,Missouri,MO,2008,12,4,20084,,,,,Cease & Desist Orders,23603,,,"Carthage, MO",0,12/18/2008 12:00:00 AM -05:00,2008-173,,,
Hometown National Bank,Longview,Washington,WA,2009,7,3,20093,2015,10,4,20154,Cease & Desist Orders,23868,,,"Longview, WA",0,7/29/2009 12:00:00 AM -04:00,2009-120,10/2/2015 12:00:00 AM -04:00,,AA-WE-09-41
Hometown National Bank,Longview,Washington,WA,2005,3,1,20051,2009,8,3,20093,Formal Agreements,23868,,,"Longview, WA",0,3/16/2005 12:00:00 AM -05:00,2005-35,8/4/2009 12:00:00 AM -04:00,2009-135,
Honesdale National Bank,Honesdale,Pennsylvania,PA,1992,7,3,19923,1993,3,1,19931,Formal Agreements,644,,,"Honesdale, PA",0,7/1/1992 12:00:00 AM -04:00,729,3/25/1993 12:00:00 AM -05:00,93-395,
Hopkins Federal Savings Bank,Baltimore,Maryland,MD,2014,4,2,20142,,,,,Formal Agreements,708196,,,"Baltimore, MD",0,4/17/2014 12:00:00 AM -04:00,2014-051,,,
Hopkins Federal Savings Bank,Baltimore,Maryland,MD,2011,4,2,20112,2014,4,2,20142,Formal Agreements,708196,,,"Baltimore, MD",0,4/18/2011 12:00:00 AM -04:00,SA,4/17/2014 12:00:00 AM -04:00,2014-055,
"Household Bank (SB), National Association",Las Vegas,Nevada,NV,2003,3,1,20031,2006,12,4,20064,Formal Agreements,22675,,,"Las Vegas, NV",0,3/25/2003 12:00:00 AM -05:00,2003-17,12/15/2006 12:00:00 AM -05:00,2006-171,
Houston National Bank,Houston,Texas,TX,1990,1,1,19901,,,,,Bank Civil Money Penalties,18560,,,"Houston, TX",2100,1/31/1990 12:00:00 AM -05:00,34,,,AA-EC-90-17
"HSBC Bank USA, National Association",Mclean,Virginia,VA,2017,1,1,20171,,,,,Bank Civil Money Penalties,24522,,,"Mclean, VA",32500000,1/6/2017 12:00:00 AM -05:00,2017-002,,,AA-EC-2016-96
"HSBC Bank USA, National Association",Mclean,Virginia,VA,2016,4,2,20162,,,,,Bank Civil Money Penalties,24522,,,"Mclean, VA",35000000,4/12/2016 12:00:00 AM -04:00,2016-046,,,AA-EC-2015-100
"HSBC Bank USA, National Association",Mclean,Virginia,VA,2016,4,2,20162,,,,,Cease & Desist Orders,24522,,,"Mclean, VA",0,4/12/2016 12:00:00 AM -04:00,2016-045,,,AA-EC-2015-101
"HSBC Bank USA, National Association",Mclean,Virginia,VA,2015,6,2,20152,2017,1,1,20171,Cease & Desist Orders,24522,,,"Mclean, VA",0,6/16/2015 12:00:00 AM -04:00,2015-063,1/6/2017 12:00:00 AM -05:00,2017-003,AA-EC-11-14
"HSBC Bank USA, National Association",Mclean,Virginia,VA,2013,2,1,20131,2017,1,1,20171,Cease & Desist Orders,24522,,,"Mclean, VA",0,2/28/2013 12:00:00 AM -05:00,2013-130,1/6/2017 12:00:00 AM -05:00,2017-003,AA-EC-11-14
"HSBC Bank USA, National Association",Mclean,Virginia,VA,2012,12,4,20124,,,,,Bank Civil Money Penalties,24522,,,"Mclean, VA",500000000,12/11/2012 12:00:00 AM -05:00,2012-262,,,AA-EC-2012-112
"HSBC Bank USA, National Association",Mclean,Virginia,VA,2012,12,4,20124,,,,,Cease & Desist Orders,24522,,,"Mclean, VA",0,12/11/2012 12:00:00 AM -05:00,2012-261,,,AA-EC-2012-140
"HSBC Bank USA, National Association",Mclean,Virginia,VA,2012,12,4,20124,,,,,Formal Agreements,24522,,,"Mclean, VA",0,12/11/2012 12:00:00 AM -05:00,2012-263,,,AA-EC-2012-153
"HSBC Bank USA, National Association",Mclean,Virginia,VA,2011,4,2,20112,2017,1,1,20171,Cease & Desist Orders,24522,,,"Mclean, VA",0,4/13/2011 12:00:00 AM -04:00,2011-052,1/6/2017 12:00:00 AM -05:00,2017-003,AA-EC-11-14
"HSBC Bank USA, National Association",Mclean,Virginia,VA,2010,10,4,20104,,,,,Cease & Desist Orders,24522,,,"Mclean, VA",0,10/6/2010 12:00:00 AM -04:00,2010-199,,,
"HSBC Bank USA, National Association",Mclean,Virginia,VA,2016,10,4,20164,,,,,Notices Filed,24522,,Mark Johnson,"Mclean, VA",0,10/5/2016 12:00:00 AM -04:00,N16-005,,,AA-EC-2016-74
"Hudson Valley Bank, National Association",Stamford,Connecticut,CT,2012,4,2,20122,2013,10,4,20134,Formal Agreements,24790,,,"Stamford, CT",0,4/24/2012 12:00:00 AM -04:00,2012-096,10/30/2013 12:00:00 AM -04:00,2013-221,
Hulett National Bank,Hulett,Wyoming,WY,1992,10,4,19924,1994,11,4,19944,Cease & Desist Orders,18154,,,"Hulett, WY",0,10/5/1992 12:00:00 AM -04:00,737,11/7/1994 12:00:00 AM -05:00,94-267,
Hunterdon National Bank,Clinton Township,New Jersey,NJ,1990,7,3,19903,,,,,Bank Civil Money Penalties,21106,,,"Clinton Township, NJ",1800,7/9/1990 12:00:00 AM -04:00,969,,,AA-EC-90-93
Huntington National Bank,Huntington Beach,California,CA,1992,11,4,19924,1995,8,3,19953,Formal Agreements,17224,,,"Huntington Beach, CA",0,11/12/1992 12:00:00 AM -05:00,748,8/18/1995 12:00:00 AM -04:00,,
Huron National Bank,Rogers City,Michigan,MI,2017,6,2,20172,,,,,Formal Agreements,16857,,,"Rogers City, MI",0,6/29/2017 12:00:00 AM -04:00,2017-056,,,
Illinois-Service FS & LA,Chicago,Illinois,IL,2015,4,2,20152,,,,,Cease & Desist Orders,703395,,,"Chicago, IL",0,4/16/2015 12:00:00 AM -04:00,2015-033,,,AA-EC-2015-14
Illinois-Service FS & LA,Chicago,Illinois,IL,2013,2,1,20131,2015,4,2,20152,Formal Agreements,703395,,,"Chicago, IL",0,2/28/2013 12:00:00 AM -05:00,2013-014,4/16/2015 12:00:00 AM -04:00,2015-033,
Inb National Bank,Indianapolis,Indiana,IN,1992,1,1,19921,,,,,Bank Civil Money Penalties,984,,,"Indianapolis, IN",10000,1/17/1992 12:00:00 AM -05:00,979,,,AA-SCP-92-04
Inb National Bank,Indianapolis,Indiana,IN,1992,1,1,19921,1997,6,2,19972,Securities Enforcement Actions,984,,,"Indianapolis, IN",0,1/17/1992 12:00:00 AM -05:00,979,6/26/1997 12:00:00 AM -04:00,97-95,AA-SCP-92-04
"Incommons Bank, National Association",Mexia,Texas,TX,2010,4,2,20102,2012,10,4,20124,Formal Agreements,12190,,,"Mexia, TX",0,4/20/2010 12:00:00 AM -04:00,2010-083,10/16/2012 12:00:00 AM -04:00,2012-248,
Independence Federal Savings Bank,Washington,District of Columbia,DC,2012,8,3,20123,2013,12,4,20134,Cease & Desist Orders,707173,,,"Washington, DC",0,8/27/2012 12:00:00 AM -04:00,2012-214,12/4/2013 12:00:00 AM -05:00,2013-192,AA-EC-12-107
Independence Federal Savings Bank,Washington,District of Columbia,DC,2011,2,1,20111,2012,8,3,20123,Cease & Desist Orders,707173,,,"Washington, DC",0,2/23/2011 12:00:00 AM -05:00,SE-11-008,8/27/2012 12:00:00 AM -04:00,2012-214,
Independence Federal Savings Bank,Washington,District of Columbia,DC,2009,8,3,20093,2012,8,3,20123,Cease & Desist Orders,707173,,,"Washington, DC",0,8/3/2009 12:00:00 AM -04:00,SE-09-036,8/27/2012 12:00:00 AM -04:00,2012-214,
Independence National Bank,Greenville,South Carolina,SC,2011,11,4,20114,2014,6,2,20142,Cease & Desist Orders,24564,,,"Greenville, SC",0,11/14/2011 12:00:00 AM -05:00,2011-166,6/4/2014 12:00:00 AM -04:00,2014-106,
Independence National Bank,Greenville,South Carolina,SC,2010,1,1,20101,2011,11,4,20114,Formal Agreements,24564,,,"Greenville, SC",0,1/20/2010 12:00:00 AM -05:00,2010-009,11/14/2011 12:00:00 AM -05:00,2011-173,
Independent National Bank,Ocala,Florida,FL,2009,11,4,20094,2010,8,3,20103,Cease & Desist Orders,23484,,,"Ocala, FL",0,11/4/2009 12:00:00 AM -05:00,2009-186,8/20/2010 12:00:00 AM -04:00,,
Indian River National Bank,Vero Beach,Florida,FL,2005,8,3,20053,,,,,Bank Civil Money Penalties,18582,,,"Vero Beach, FL",8600,8/22/2005 12:00:00 AM -04:00,2005-104,,,AA-SO-05-53
"Industrial Bank, N.A.",Oxon Hill,Maryland,MD,1998,8,3,19983,2003,4,2,20032,Formal Agreements,22850,,,"Oxon Hill, MD",0,8/25/1998 12:00:00 AM -04:00,98-43,4/21/2003 12:00:00 AM -04:00,2003-42,
"Industrial Bank, National Association",Oxon Hill,Maryland,MD,2004,3,1,20041,2006,12,4,20064,Formal Agreements,22850,,,"Oxon Hill, MD",0,3/22/2004 12:00:00 AM -05:00,2004-22,12/13/2006 12:00:00 AM -05:00,2006-170,
"Industrial Bank, National Association",Oxon Hill,Maryland,MD,2003,4,2,20032,2006,12,4,20064,Formal Agreements,22850,,,"Oxon Hill, MD",0,4/21/2003 12:00:00 AM -04:00,2003-33,12/13/2006 12:00:00 AM -05:00,2006-170,
"Inland Community Bank, N.A.",Rialto,California,CA,1993,6,2,19932,1995,4,2,19952,Formal Agreements,21660,,,"Rialto, CA",0,6/24/1993 12:00:00 AM -04:00,93-182,4/6/1995 12:00:00 AM -04:00,95-17,
Integra Bank National Association,Evansville,Indiana,IN,2010,8,3,20103,2011,7,3,20113,Capital Directive,12132,,,"Evansville, IN",0,8/12/2010 12:00:00 AM -04:00,2010-206,7/29/2011 12:00:00 AM -04:00,,AA-EC-10-82
Integra Bank National Association,Evansville,Indiana,IN,2009,5,2,20092,,,,,Bank Civil Money Penalties,12132,,,"Evansville, IN",19000,5/26/2009 12:00:00 AM -04:00,2009-062,,,
Integra Bank National Association,Evansville,Indiana,IN,2009,5,2,20092,2011,7,3,20113,Formal Agreements,12132,,,"Evansville, IN",0,5/20/2009 12:00:00 AM -04:00,2009-066,7/29/2011 12:00:00 AM -04:00,,
Inter National Bank,McAllen,Texas,TX,2009,9,3,20093,2012,7,3,20123,Formal Agreements,18480,,,"McAllen, TX",0,9/21/2009 12:00:00 AM -04:00,2009-156,7/25/2012 12:00:00 AM -04:00,2012-278,
"Inter Savings Bank, FSB",Maple Grove,Minnesota,MN,2010,3,1,20101,2012,4,2,20122,Prompt Corrective Action Directives,707071,,,"Maple Grove, MN",0,3/18/2010 12:00:00 AM -04:00,CN 10-10,4/27/2012 12:00:00 AM -04:00,,
"Inter Savings Bank, FSB",Maple Grove,Minnesota,MN,2009,6,2,20092,2012,4,2,20122,Cease & Desist Orders,707071,,,"Maple Grove, MN",0,6/19/2009 12:00:00 AM -04:00,MW 08-14,4/27/2012 12:00:00 AM -04:00,,
"Interamerican Bank, A FSB",Miami,Florida,FL,2012,9,3,20123,,,,,Cease & Desist Orders,707506,,,"Miami, FL",0,9/19/2012 12:00:00 AM -04:00,2012-229,,,
"Interbusiness Bank, National Association",Diamond Bar,California,CA,2005,5,2,20052,2006,6,2,20062,Cease & Desist Orders,23999,,,"Diamond Bar, CA",0,5/16/2005 12:00:00 AM -04:00,2005-53,6/8/2006 12:00:00 AM -04:00,2006-79,
"Interbusiness Bank, National Association",Los Angeles,California,CA,2004,5,2,20042,2005,5,2,20052,Formal Agreements,23999,,,"Los Angeles, CA",0,5/6/2004 12:00:00 AM -04:00,2004-57,5/16/2005 12:00:00 AM -04:00,2005-61,
"Intercredit Bank, National Association",Miami,Florida,FL,2011,8,3,20113,2016,5,2,20162,Cease & Desist Orders,18283,,,"Miami, FL",0,8/8/2011 12:00:00 AM -04:00,2011-115,5/17/2016 12:00:00 AM -04:00,2016-092,
"Intercredit Bank, National Association",Miami,Florida,FL,2010,6,2,20102,,,,,Bank Civil Money Penalties,18283,,,"Miami, FL",200000,6/21/2010 12:00:00 AM -04:00,2010-166,,,
"Intercredit Bank, National Association",Miami,Florida,FL,2008,9,3,20083,2011,6,2,20112,Cease & Desist Orders,18283,,,"Miami, FL",0,9/9/2008 12:00:00 AM -04:00,2008-108,6/6/2011 12:00:00 AM -04:00,2011-099,
"Intercredit Bank, National Association",Miami,Florida,FL,2008,6,2,20082,,,,,Bank Civil Money Penalties,18283,,,"Miami, FL",8400,6/18/2008 12:00:00 AM -04:00,2008-071,,,AA-SO-08-35
"Intercredit Bank, National Association",Miami,Florida,FL,2007,4,2,20072,2011,8,3,20113,Formal Agreements,18283,,,"Miami, FL",0,4/26/2007 12:00:00 AM -04:00,2007-052,8/8/2011 12:00:00 AM -04:00,2011-126,
"International Bank of Miami, National Association",Coral Gables,Florida,FL,2007,2,1,20071,,,,,Bank Civil Money Penalties,15268,,,"Coral Gables, FL",250000,2/12/2007 12:00:00 AM -05:00,2007-011,,,
"International Bank of Miami, National Association",Coral Gables,Florida,FL,2004,10,4,20044,2009,1,1,20091,Cease & Desist Orders,15268,,,"Coral Gables, FL",0,10/18/2004 12:00:00 AM -04:00,2004-119,1/5/2009 12:00:00 AM -05:00,2009-007,
"International Bank, National Association",Brownsville,Texas,TX,1991,1,1,19911,1994,1,1,19941,Cease & Desist Orders,17046,,,"Brownsville, TX",0,1/15/1991 12:00:00 AM -05:00,161,1/3/1994 12:00:00 AM -05:00,,
"International City Bank, N.A..",Long Beach,California,CA,1992,9,3,19923,1996,4,2,19962,Formal Agreements,18383,,,"Long Beach, CA",0,9/2/1992 12:00:00 AM -04:00,858,4/25/1996 12:00:00 AM -04:00,96-29,
"International City Bank, National Association",Long Beach,California,CA,2009,2,1,20091,2013,1,1,20131,Cease & Desist Orders,18383,,,"Long Beach, CA",0,2/12/2009 12:00:00 AM -05:00,2009-011,1/22/2013 12:00:00 AM -05:00,2013-116,AA-WE-08-74
Interstate National Bank,Dallas,Texas,TX,1991,3,1,19911,1993,4,2,19932,Formal Agreements,21024,,,"Dallas, TX",0,3/26/1991 12:00:00 AM -05:00,203,4/6/1993 12:00:00 AM -04:00,93-108,
Intervest National Bank,New York,New York,NY,2010,12,4,20104,2013,3,1,20131,Formal Agreements,23712,,,"New York, NY",0,12/9/2010 12:00:00 AM -05:00,2010-248,3/20/2013 12:00:00 AM -04:00,2013-036,
Jarrettsville FS & LA,Jarrettsville,Maryland,MD,2015,1,1,20151,2016,9,3,20163,Formal Agreements,706351,,,"Jarrettsville, MD",0,1/20/2015 12:00:00 AM -05:00,2015-006,9/29/2016 12:00:00 AM -04:00,2016-094,AA-NE-2015-15
Jefferson National Bank,Passaic,New Jersey,NJ,1992,12,4,19924,1995,4,2,19952,Cease & Desist Orders,15835,,,"Passaic, NJ",0,12/2/1992 12:00:00 AM -05:00,761,4/5/1995 12:00:00 AM -04:00,,
Jefferson National Bank,Watertown,New York,NY,1992,7,3,19923,1993,2,1,19931,Cease & Desist Orders,13365,,,"Watertown, NY",0,7/24/1992 12:00:00 AM -04:00,644,2/26/1993 12:00:00 AM -05:00,,
Jefferson National Bank,Watertown,New York,NY,1992,3,1,19921,1993,2,1,19931,Cease & Desist Orders,13365,,,"Watertown, NY",0,3/17/1992 12:00:00 AM -05:00,513,2/26/1993 12:00:00 AM -05:00,,
Jefferson National Bank,Passaic,New Jersey,NJ,1991,9,3,19913,1992,12,4,19924,Formal Agreements,15835,,,"Passaic, NJ",0,9/23/1991 12:00:00 AM -04:00,363,12/2/1992 12:00:00 AM -05:00,761,
"JPMorgan Bank and Trust Company, National Association",San Francisco,California,CA,2015,7,3,20153,,,,,Bank Civil Money Penalties,24802,,,"San Francisco, CA",0,7/8/2015 12:00:00 AM -04:00,2015-076,,,AA-EC-2014-64
"JPMorgan Bank and Trust Company, National Association",San Francisco,California,CA,2014,1,1,20141,,,,,Bank Civil Money Penalties,24802,,,"San Francisco, CA",350000000,1/7/2014 12:00:00 AM -05:00,2014-001,,,AA-EC-2013-109
"JPMorgan Bank and Trust Company, National Association",San Francisco,California,CA,2013,9,3,20133,,,,,Cease & Desist Orders,24802,,,"San Francisco, CA",0,9/18/2013 12:00:00 AM -04:00,2013-138,,,AA-EC-13-76
"JPMorgan Bank and Trust Company, National Association",San Francisco,California,CA,2013,1,1,20131,,,,,Cease & Desist Orders,24802,,,"San Francisco, CA",0,1/14/2013 12:00:00 AM -05:00,2013-002,,,AA-EC-13-04
"JPMorgan Chase Bank, National Association",Columbus,Ohio,OH,2016,1,1,20161,,,,,Bank Civil Money Penalties,8,,,"Columbus, OH",48000000,1/4/2016 12:00:00 AM -05:00,2016-004,,,AA-EC-2015-105
"JPMorgan Chase Bank, National Association",Columbus,Ohio,OH,2015,7,3,20153,,,,,Bank Civil Money Penalties,8,,,"Columbus, OH",30000000,7/8/2015 12:00:00 AM -04:00,2015-076,,,AA-EC-2014-64
"JPMorgan Chase Bank, National Association",Columbus,Ohio,OH,2015,6,2,20152,2016,1,1,20161,Cease & Desist Orders,8,,,"Columbus, OH",0,6/16/2015 12:00:00 AM -04:00,2015-064,1/4/2016 12:00:00 AM -05:00,2016-003,AA-EC-11-15
"JPMorgan Chase Bank, National Association",Columbus,Ohio,OH,2014,11,4,20144,,,,,Bank Civil Money Penalties,8,,,"Columbus, OH",350000000,11/11/2014 12:00:00 AM -05:00,2014-172,,,AA-EC-14-100
"JPMorgan Chase Bank, National Association",Columbus,Ohio,OH,2014,11,4,20144,,,,,Cease & Desist Orders,8,,,"Columbus, OH",0,11/11/2014 12:00:00 AM -05:00,2014-159,,,AA-EC-14-100
"JPMorgan Chase Bank, National Association",Columbus,Ohio,OH,2014,1,1,20141,,,,,Bank Civil Money Penalties,8,,,"Columbus, OH",350000000,1/7/2014 12:00:00 AM -05:00,2014-001,,,AA-EC-2013-109
